comment_id,concert_id,username,message,feeling_pos,feeling_neg,music_ref,external_ref,phys_react_intentional,phys_react_unintentional
ct_114,moby_ct_48,Steeve ORHANT,Merci arte :revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::face_blowing_a_kiss::revolving_hearts:,X,,,,X,
ct_115,moby_ct_49,Saggy🧑‍🔬,love u all:red_heart:,X,,,,,
ct_116,moby_ct_50,Jannis JaG,"Unfortunately he didn't play ""That's when I Reach for my Revolver"".",,X,x,,,
ct_118,moby_ct_51,Sporty Otter Pop (René Lilly),12 points from Germany tonight,,,,,,
ct_121,moby_ct_52,Sporty Otter Pop (René Lilly),It's great that people are here from everywhere-Global Arte Community in Musica,X,,,,,
ct_124,moby_ct_53,F L,Woaw :slightly_smiling_face: ,X,,,,,
ct_125,moby_ct_54,Saggy🧑‍🔬,:green_heart::white_heart::red_heart:,X,,,,,
ct_127,moby_ct_55,ThePouffy,Good music has no frontier !,X,,,,,
ct_130,moby_ct_56,Sporty Otter Pop (René Lilly),These singers are dang good,X,,x,,,
ct_132,moby_ct_57,Anne Zemmour,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,X,,,,,
ct_134,moby_ct_58,BrigadierSchmitt,Gone in 60 seconds,,,,,,
ct_136,moby_ct_59,Saggy🧑‍🔬,the Best day of my year,X,,,,,
ct_137,moby_ct_60,yuribass,greetings from Ccs-Vzla,,,,,,
ct_138,moby_ct_61,F L,:partying_face:,X,,,,,
ct_139,moby_ct_62,Saggy🧑‍🔬,hola Moby :face_blowing_a_kiss:,X,,,,,
ct_141,moby_ct_63,AntmanJr,Belgium is the best place,,,,,,
ct_142,moby_ct_64,Saggy🧑‍🔬,te amo :red_heart:,X,,,,,
ct_143,moby_ct_65,Sporty Otter Pop (René Lilly),He's so no frills! Just a guy! LOVE you Moby for that,X,,,,,
ct_144,moby_ct_66,Sporty Otter Pop (René Lilly),YES-having a wonderful time so far,X,,,,,
ct_146,moby_ct_67,Carell Cassey,:face-fuchsia-wide-eyes:,,,,,,
ct_151,moby_ct_68,Julian Reverse,Nadia :smiling_face_with_hearts::red_heart::red_heart::red_heart::red_heart:,X,,,,,
ct_152,moby_ct_69,Sascha Seyer,👍🏻👍🏻,X,,,,X,
ct_153,moby_ct_70,Dmytro Rybak,:blue_heart:,X,,,,,
ct_154,moby_ct_71,Dmytro Rybak,:yellow_heart:,X,,,,,
ct_155,moby_ct_72,T,Sascha :winking_face:,,,,,,
ct_156,moby_ct_73,Saggy🧑‍🔬,:fire:,X,,,,,
ct_157,moby_ct_74,Sporty Otter Pop (René Lilly),I have chills,X,,,,,X
ct_159,moby_ct_75,Sporty Otter Pop (René Lilly),so lovely I will cry,X,,,,X,
ct_160,moby_ct_76,Thor Hamma,I love Moby and i love the guys of @ARTE Concert for their great performances - THANK YOU - merci! :yougotthis:,X,,,,,
ct_161,moby_ct_77,Pinguin Mutti,"i first heard him, with his awesome punk cd, so deep, but the depth kept all within his music",,,x,X,,
ct_162,moby_ct_78,Dmytro Rybak,:blue_heart:,X,,,,,
ct_163,moby_ct_79,Dmytro Rybak,:yellow_heart:,X,,,,,
ct_164,moby_ct_80,Sporty Otter Pop (René Lilly),anyone have a tissue?,X,,,,,
ct_168,moby_ct_81,Julian Reverse,"@ARTE Concert Choklate, Nadia Christine Duggin, Julie Mintz, Lady Blackbird are THE BEST Vovalists on this fcking Planet!",X,,,,,
ct_170,moby_ct_82,Sporty Otter Pop (René Lilly),"Thank you for their names, Julian! I didn't know them",X,,,,,
ct_172,moby_ct_83,BrigadierSchmitt,"@ARTE Concert you make everytime a great job, thank you for the Hellfest as well :slightly_smiling_face: ",X,,,,,
ct_173,moby_ct_84,TheSorrow2007,:face-red-heart-shape:,X,,,,,
ct_174,moby_ct_85,T,They look like three angels 👏🏻👏🏻👏🏻,X,,,,X,
ct_176,moby_ct_86,SerGio an Artist,@Dmytro Rybak :raised_fist::raised_fist::raised_fist::yellow_circle::blue_circle:,,,,,,
ct_177,moby_ct_87,Pinguin Mutti,"@BlackOwl @ARTE Concert yeah, everyone gets many delicious moments in music! ",,,,,,
ct_180,moby_ct_88,Gonzalo Giuliano,Argentina :red_heart:,X,,,,,
ct_184,moby_ct_89,Julian Reverse,Nadia again :red_heart::red_heart::red_heart::fearful_face::loudly_crying_face::smiling_face_with_heart_eyes:,X,,,,,
ct_186,moby_ct_90,Sporty Otter Pop (René Lilly),Ignoring Er C. Will not be provoked in such a peaceful place,,,,,,
ct_188,moby_ct_91,BrigadierSchmitt,@Pinguin Mutti sure :red_heart: ,X,,,,,
ct_192,moby_ct_92,Sporty Otter Pop (René Lilly),Totally Block works fine ,,,,,,
ct_194,moby_ct_93,AntmanJr,@Er C You look bad :grinning_face_with_sweat:,,,,,,
ct_195,moby_ct_94,Daft Frank,Stanger Things :red_heart:,X,,,x,,
ct_196,moby_ct_95,Kris Russel,I was there on the front row. It was amazing!,,,,X,,
ct_197,moby_ct_96,Dmytro Rybak,:blue_heart:,X,,,,,
ct_198,moby_ct_97,Dmytro Rybak,:yellow_heart:,X,,,,,
ct_199,moby_ct_98,Sporty Otter Pop (René Lilly),Kris Russel how fantastic,X,,,,,
ct_200,moby_ct_99,Caner Deniz,:face-blue-smiling::hand-pink-waving::face-red-heart-shape::trophy-yellow-smiling::eyes-pink-heart-shape:,X,,,,X,
ct_202,moby_ct_100,Cosmic Seeds,Moby signed my shirt with over 100 DJs from around the world :heart_suit:,,,,X,,
ct_203,moby_ct_101,Dmytro Rybak,:face-red-heart-shape:,X,,,,,
ct_204,moby_ct_102,Axel Folly,He's come a long way since his rave/ techno days. I wonder if past Moby would approve,,,,X,,
ct_205,moby_ct_103,Anne Zemmour,Same price as everywhere just arriving early haha,,,,,,
ct_207,moby_ct_104,K. Oulad,:face-blue-smiling::hand-purple-blue-peace:,X,,,,,
ct_208,moby_ct_105,Kris Russel,All standing was the same price,,,,,,
ct_211,moby_ct_106,Alexander Fleener,:purple_heart: ,X,,,,,
ct_214,moby_ct_107,Cosmic Seeds,love this song,X,,x,,,
ct_215,moby_ct_108,Anne Zemmour,This song was from past Moby so yes he would approuve ,,,,,,
ct_216,moby_ct_109,Anonymous ,:red_heart:,X,,,,,
ct_218,moby_ct_110,Hawaiian Guitar Crossroads,:raising_hands::raising_hands::raising_hands:,,,,,X,
ct_220,moby_ct_111,Belen Gahz,:red_heart: ,X,,,,,
ct_221,moby_ct_112,KröterichNo1,i don't mind the music but moby with a guitar?,,,x,,,
ct_223,moby_ct_113,Cosmic Seeds,definitely he'd agree,,,,,,
ct_224,moby_ct_114,Flo Toons,trop beau,,,,,,
ct_225,moby_ct_115,Anne Zemmour,He was first a guitar player before dj ,,,x,X,,
ct_229,moby_ct_116,Sporty Otter Pop (René Lilly),quite a large venue for small Belgium :grinning_face:,X,,,,,
ct_230,moby_ct_117,Caio Magalhaes,his most famous works use guitar,,,x,X,,
ct_231,moby_ct_118,Belen Gahz,He always play the guitar ,,,x,X,,
ct_232,moby_ct_119,Karen Parrales,The best song ever ,X,,x,,,
ct_235,moby_ct_120,Octobert,has he played when its cold outside I want to die yet,,,x,,,
ct_238,moby_ct_121,Gonzalo Molina Flores,madre mia moby live :smiling_face_with_hearts::star_struck:,,,,,,
ct_240,moby_ct_122,Epi..mű,fantastic reworking :musical_notes:👏🏼,X,,x,,X,
ct_244,moby_ct_123,Axel Folly,Moby came out of the punk scene with The Vatican Commandos primarely,,,,X,,
ct_251,moby_ct_124,Epi..mű,🙌🏼Merci beaucoup @ARTE Concert ✓:musical_notes::revolving_hearts::musical_notes::smiling_face_with_hearts::musical_notes: thanks 👍🏼🙏🏼:musical_notes:👏🏼👏🏼,X,,,,X,
ct_253,moby_ct_125,Sporty Otter Pop (René Lilly),The staging of this is grandiose,X,,,,,
ct_254,moby_ct_126,oktodisconnect,this woke version actually sounds good,X,,x,,,
ct_259,moby_ct_127,Julieta Pusino,i like the original more,,,x,,,
ct_260,moby_ct_128,Hantz,:hand-orange-covering-eyes:,,,,,X,
ct_263,moby_ct_129,Epi..mű,"wtf ., ""woke"" :pleading_face::face_exhaling:",,,,,,
ct_265,moby_ct_130,T,"What life would be without the songs or dance what are we, so I say thank you for the music giving it to me ",,,x,,,
ct_266,moby_ct_131,Wanù,Mouaif...bof bof,,,,,,
ct_267,moby_ct_132,goochn,her voice is boring / standard and to loud - no atmosphere,,X,x,,,
ct_269,moby_ct_133,Cosmic Seeds,yes we love it,X,,,,,
ct_275,moby_ct_134,Juanes95,Where are the strings :(?,,X,x,,,
ct_276,moby_ct_135,Epi..mű,:hot_beverage: cheers got my porcelain at hand:face-turquoise-drinking-coffee:,,,,,,
ct_277,moby_ct_136,Miguel Angel,y south side????,,,,,,
ct_278,moby_ct_137,filtav,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,X,,,,,
ct_280,moby_ct_138,quesaquòfil2b,Ok merci @ARTE Concert. :red_heart:,X,,,,,
ct_281,moby_ct_139,CristianKirk,I didn't recognize it without the strings sample,,,x,,,
ct_283,moby_ct_140,Sergio Vasquez,so this is goodbye,,,,,,
ct_284,moby_ct_141,Elvira Pecik,:beaming_face_with_smiling_eyes:,X,,,,,
ct_285,moby_ct_142,madaboutminds,Moby for President,X,,,,,
ct_287,moby_ct_143,CristianKirk,I assume the strings will appear at some point...,,,x,,,
ct_291,moby_ct_144,Sporty Otter Pop (René Lilly),"yeah there are strings onstage, in previous numbers",,,x,X,,
ct_292,moby_ct_145,Richard,I was there in Torhout!,,,,X,,
ct_294,moby_ct_146,Epi..mű,piano :musical_keyboard: strings :winking_face:,X,,x,,,
ct_295,moby_ct_147,Antony Stark,The Beach,,,,,,
ct_296,moby_ct_148,HNRIK,we need the strings...,,,x,,,
ct_298,moby_ct_149,Sporty Otter Pop (René Lilly),I hear strings now,,,x,,,
ct_300,moby_ct_150,Epi..mű,you happy now :smiling_face::musical_notes:,X,,,,,
ct_303,moby_ct_151,filtav,:eyes-pink-heart-shape: this bit is magical :eyes-pink-heart-shape:,X,,,,,
ct_304,moby_ct_152,Thor Hamma,:transgender_symbol::rainbow_flag::purple_square::blue_square::green_square::yellow_square::orange_square::red_square::seedling:,,,,,,
ct_305,moby_ct_153,CristianKirk,It's not quite the original sample,,,x,X,,
ct_307,moby_ct_154,Sporty Otter Pop (René Lilly),cello makes everything more lovely,X,,x,,,
ct_310,moby_ct_155,Epi..mű,it's not quite the original Era ... happy 2024:smiling_face::face-turquoise-covering-eyes::hand-purple-blue-peace::face-blue-heart-eyes:,X,,,,,
ct_311,moby_ct_156,Владимир Губатов,backs vocals :ok_hand:,,,x,,,
ct_316,moby_ct_157,Ford Prefect,"Alright that's good shit. ""Play"" is one of the best albums ever made.",,,x,,,
ct_317,moby_ct_158,CristianKirk,Ha... I knew it,,,,,,
ct_318,moby_ct_159,CristianKirk,It's the same era ;),,,,,,
ct_321,moby_ct_160,Juanes95,"There you go, the reversed string sample",,,x,,,
ct_324,moby_ct_161,Epi..mű,":hugging_face:👊🏼Tamás Borbély., good evening @ARTE :musical_notes: with the fun sounds of Moby :smiling_face:",X,,,,,
ct_325,moby_ct_162,CristianKirk,"That was perfect, crescendo style",X,,x,,,
ct_327,moby_ct_163,Denis Gabriel Hurtado,Excellent arrangements that make me vibrate :musical_keyboard:,X,,x,,,
ct_328,moby_ct_164,Carli Carpa,Like the faster Versions more...,,,x,,,
ct_329,moby_ct_165,el polaco,Moby? You can get stomped by Obie,,,x,X,,
ct_335,moby_ct_166,kleiven H,this riff will never end?,,,x,,,
ct_337,moby_ct_167,Tamás Borbély,hey @ARTE Concert Happy tu see Moby :musical_note::musical_notes::speaker_high_volume::musical_note::musical_notes::speaker_high_volume:,X,,,,,
ct_339,moby_ct_168,Cosmic Seeds,no it shouldn't,,,,,,
ct_340,moby_ct_169,Franco,"eternal loop, and its ok",,,x,,,
ct_345,moby_ct_170,quesaquòfil2b,:red_heart::sparkling_heart::heart_with_ribbon::heart_with_arrow::revolving_hearts::dizzy:,X,,,,,
ct_349,moby_ct_171,Russell Watkins,tf is this,,X,,,,
ct_350,moby_ct_172,Cosmic Seeds,I listen to the 1 hr version of this on repeat...porcelain,X,,x,,,
ct_352,moby_ct_173,Vincero!,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,X,,,,,
ct_353,moby_ct_174,Sporty Otter Pop (René Lilly),I was going to mention his walking fast too :grinning_face:,X,,,,,
ct_354,moby_ct_175,Jenea1987,:raising_hands::raising_hands::raising_hands:,X,,,,X,
ct_355,moby_ct_176,Ford Prefect,That shit slaps,X,,,,,
ct_356,moby_ct_177,Sporty Otter Pop (René Lilly),Moby Sports,,,,,,
ct_357,moby_ct_178,Vincero!,:face_with_tongue::winking_face_with_tongue::zany_face::squinting_face_with_tongue:,,,,,,
ct_358,moby_ct_179,jackdanijel1979,:red_heart:Welcome Dear Moby Starseed!:two_hearts:,X,,,,,
ct_360,moby_ct_180,Franco,that synth girl :eyes-pink-heart-shape:,X,,x,,,
ct_361,moby_ct_181,Anne Zemmour,This version is amazing ,X,,x,,,
ct_365,moby_ct_182,Sabrina Fairchild ,"Waiting for South Side and Why does my heart feel so bad, hope I didn't miss them",,,x,X,,
ct_366,moby_ct_183,Sergio Vasquez,this version is truly amazing,X,,x,,,
ct_367,moby_ct_184,Cosmic Seeds,not sure either,,,,,,
ct_368,moby_ct_185,Ford Prefect,:3,,,,,,
ct_370,moby_ct_186,Anne Zemmour,We are all made of stars :star: :blue_heart:,X,,x,,,
ct_371,moby_ct_187,Alexander Fleener,We are,,,,,,
ct_372,moby_ct_188,Ford Prefect,We are indeed made of stars,,,,,,
ct_373,moby_ct_189,kleiven H,he is pretty good - he should go for britans got talent or something - he would probably be up there ,,,,X,,
ct_375,moby_ct_190,Anne Zemmour,I hope he will erase this version for me it was one of the best of the show I had so much fun ,X,,x,,,
ct_377,moby_ct_191,Octobert,im ready for the next song,,,x,,,
ct_380,moby_ct_192,Anne Zemmour,release *,,,,,,
ct_381,moby_ct_193,Jj,Hell yeah MOBY,X,,,,,
ct_382,moby_ct_194,Bruno Domingues,this sounds like PSB,,,x,,,
ct_383,moby_ct_195,kleiven H,this is the most boring ive ever heard,,X,x,,,
ct_385,moby_ct_196,Ford Prefect,"Moby sounds on this live set a bit like a blend of Kraftwerk and Depeche Mode and himself, Moby, of course. Absolutely great stuff.",,,x,X,,
ct_388,moby_ct_197,Octobert,I think I just joined a cult,,,,,,
ct_389,moby_ct_198,Sporty Otter Pop (René Lilly),I agree Ford Prefect,,,,,,
ct_392,moby_ct_199,Sporty Otter Pop (René Lilly),A wee bit of Pink Floyd too,,,x,X,,
ct_399,moby_ct_200,Ford Prefect,"Oh yes some Pink Floyd sprinkled on everything too, agreed.",,,x,X,,
ct_403,moby_ct_201,Epi..mű,"Hope you've got your towel handy .,. Ford",,,,,,
ct_405,moby_ct_202,Luca M.,:speaker_high_volume::musical_note::musical_notes::sparkles::sparkles::dashing_away:,X,,,,,
ct_409,moby_ct_203,Tamás Borbély,yoooo @Luca M. @Cosmic Seeds:face-purple-wide-eyes::hand-pink-waving:,X,,,,,
ct_410,moby_ct_204,patrick deklein,Go vegan thx Moby ,,,,,,
ct_411,moby_ct_205,Animaphagus,Moby's first albums (up until Hotels) were so freaking good,,,x,X,,
ct_412,moby_ct_206,erm0n,"I know he has ever been keen on remixing, 'upscaling' and so on. I'm not that convinced.",,,x,,,
ct_414,moby_ct_207,Bruno Domingues,Pet Shop Boys ,,,,,,
ct_418,moby_ct_208,Luca M., :raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
ct_420,moby_ct_209,Ford Prefect,Lovely,X,,,,,
ct_423,moby_ct_210,Luca M.,@T :waving_hand::slightly_smiling_face:hey,X,,,,,
ct_426,moby_ct_211,Luca M.,:speaker_high_volume::musical_note::musical_notes::sparkles::sparkles::dashing_away:,X,,,,,
ct_428,moby_ct_212,Cosmic Seeds,THIS IS SO :fire:,X,,,,,
ct_429,moby_ct_213,Russell Watkins,get the crackhead off the stage,,,,,,
ct_430,moby_ct_214,sam,this is so cringe,,X,,,,
ct_431,moby_ct_215,Luca M.,@T :raising_hands::collision::raising_hands::collision::raising_hands:,X,,,,X,
ct_432,moby_ct_216,Stephen Lee,:speaker_high_volume::speaker_high_volume::speaker_high_volume:,X,,,,,
ct_433,moby_ct_217,Ford Prefect,The Prodigy,,,,,,
ct_435,moby_ct_218,Sina Drm,yeahhh getting high on this ,X,,,,,
ct_436,moby_ct_219,Antony Stark,"This show, bring back so much good memories",X,,,X,,
ct_437,moby_ct_220,HNRIK,Moby really likes the blue color :grinning_face: ,X,,,,,
ct_440,moby_ct_221,Tech-Savvy,I listen to Madis,,,,,,
ct_442,moby_ct_222,Tamás Borbély,:musical_notes::musical_note::speaker_high_volume::clapping_hands::open_hands:,X,,,,X,
ct_444,moby_ct_223,Stephen Lee,:speaker_high_volume::speaker_high_volume:,X,,,,,
ct_445,moby_ct_224,Epi..mű,Wouldn't have*,,,,,,
ct_446,moby_ct_225,Benjamin Kunz,soy division is nice ^^,X,,,,,
ct_448,moby_ct_226,Tech-Savvy,:partying_face::partying_face::partying_face::partying_face:,X,,,,,
ct_449,moby_ct_227,T,:face_screaming_in_fear:,,,,,X,
ct_451,moby_ct_228,Luca M.,:man_dancing::high_voltage::man_dancing::high_voltage:,X,,,,X,
ct_453,moby_ct_229,Virginie,how old is he now ?,,,,,,
ct_454,moby_ct_230,Tamás Borbély,whutta vibezz:face-fuchsia-wide-eyes:,,,,,,
ct_460,moby_ct_231,Virginie,bonsoir ! :winking_face:,,,,,,
ct_461,moby_ct_232,gueroblanco,love that many people are having a good time but i dont really get this show,,,,,,
ct_463,moby_ct_233,Ford Prefect,Also there's Youtubes brilliant ignore functionality: I added sam the user ignore list of course,,,,,,
ct_467,moby_ct_234,Tech-Savvy,when is the next Moby concert and in which country?,,,,,,
ct_469,moby_ct_235,Ashley W,I love how he just sounds like somebody's nerdy dad here.,X,,,,,
ct_470,moby_ct_236,Luca M.,:sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
ct_472,moby_ct_237,Craig,Plz play praise you :thumbs_up::thumbs_up::thumbs_up:,X,,x,,X,
ct_475,moby_ct_238,Epi..mű,"oh ., I love the live version of ""Waiting for the Barbarians"" by Laurie Anderson on YT is fekn phenomenal :musical_notes:",X,,x,,,
ct_478,moby_ct_239,Julian Reverse,Lady Blackbird :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,X,,x,,,
ct_482,moby_ct_240,Ford Prefect,Reed. Bowie. Fantastic people they were. I do miss them dearly.,,,,X,,
ct_483,moby_ct_241,Anastadres,is it online?,,,,,,
ct_484,moby_ct_242,Jannis JaG,RIP Lou Reed and RIP David Bowie!,,,,X,,
ct_486,moby_ct_243,Fluid Alchemist,they always get the pretty violonists,,,,,,
ct_487,moby_ct_244,Tech-Savvy,What is happening,,,,,,
ct_491,moby_ct_245,Epi..mű,"Perfect Day and Hero's., top ten lifetime tracks 🙏🏼:musical_notes::revolving_hearts:",X,,x,,X,
ct_492,moby_ct_246,tomtomftube,thanks for the free concert :rolling_on_the_floor_laughing:,X,,,,,
ct_493,moby_ct_247,Tamás Borbély,:pillow-turquoise-hot-chocolate::hands-yellow-heart-red::face-turquoise-music-note::person-pink-swaying-hair:,,,,,,
ct_494,moby_ct_248,Thor Hamma,Amazing voice :hands-yellow-heart-red:,X,,x,,,
ct_496,moby_ct_249,Sporty Otter Pop (René Lilly),she's a queen,X,,,,,
ct_498,moby_ct_250,Jannis JaG,@Tech-Savvy: I don't think Moby will do a tour in the next years again.,,,,,,
ct_499,moby_ct_251,Luca M.,:musical_notes::musical_note::sparkles::sparkles:,X,,,,,
ct_500,moby_ct_252,Julian Reverse,Listen to her new Album! ,,,x,X,,
ct_504,moby_ct_253,ΑRGÁVATHIÁ,Moby :red_heart::red_heart::red_heart:,X,,,,,
ct_505,moby_ct_254,BrigadierSchmitt,so beautiful,X,,,,,
ct_506,moby_ct_255,Jannis JaG,Lady Blackbird is an extremely good Singer.,,,x,X,,
ct_507,moby_ct_256,Luca M.,:musical_notes::musical_note::sparkles::sparkles::shooting_star::shooting_star:,X,,,,,
ct_508,moby_ct_257,Sporty Otter Pop (René Lilly),"Mahalia Jackson's listening from her grave, and smiling, about this voice, I reckon",X,,,X,,
ct_509,moby_ct_258,Russell Watkins,tf is she wearing,,X,,,,
ct_510,moby_ct_259,filtav,:hand-orange-covering-eyes:,,,,,,
ct_512,moby_ct_260,Tamás Borbély,:open_hands::clapping_hands::raising_hands::open_hands::clapping_hands::raising_hands:,X,,,,X,
ct_513,moby_ct_261,Ford Prefect,Alright. Let them tears flow,X,,,,,X
ct_514,moby_ct_262,Thor Hamma,Her voice is like an old Gibson on an VoxAC30 - goose bombs! :smiling_face_with_heart_eyes:,X,,x,,,X
ct_517,moby_ct_263,Epi..mű,"""tf"" :face_with_tears_of_joy: your an offly fekn sweary blighter",,,,,,
ct_518,moby_ct_264,Russell Watkins,i would fall asleep if i was there,,X,,,,
ct_523,moby_ct_265,Ford Prefect,Holy shit,X,,,,,
ct_524,moby_ct_266,M S,:red_heart: ,X,,,,,
ct_529,moby_ct_267,Luca M.,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
ct_530,moby_ct_268,Ford Prefect,Tears,X,,,,,X
ct_531,moby_ct_269,Benjamin Kunz,some much soul,X,,,,,
ct_533,moby_ct_270,Luca M.,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
ct_535,moby_ct_271,Sporty Otter Pop (René Lilly),chills and thrills,X,,,,,X
ct_536,moby_ct_272,Thor Hamma,:smiling_face_with_heart_eyes::star_struck::smiling_face_with_heart_eyes:,X,,,,,
ct_537,moby_ct_273,Luca M.,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
ct_539,moby_ct_274,Tamás Borbély,feeeelzz:hands-yellow-heart-red::hands-yellow-heart-red::face-turquoise-music-note::person-pink-swaying-hair::pillow-turquoise-hot-chocolate::fish-orange-wide-eyes:,X,,,,,
ct_540,moby_ct_275,Anniken Huseby,Wow amazing version :red_heart: :red_heart: ,X,,,,,
ct_541,moby_ct_276,Luca M.,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
ct_542,moby_ct_277,serdar ileri,:sun_with_face:,X,,,,,
ct_543,moby_ct_278,Epi..mű,Russel Watkins jr ...🕵🏼 :face_with_peeking_eye: are you using your Daddies YT account again?,,,,,,
ct_546,moby_ct_279,Thor Hamma,Great vocalists great musicians - Moby is gracefully,X,,x,,,
ct_547,moby_ct_280,Luca M.,:water_wave::water_wave::musical_notes::musical_note::sparkles::sparkles::shooting_star::shooting_star:,X,,,,,
ct_549,moby_ct_281,Sporty Otter Pop (René Lilly),This song makes a gal feel some hope again,X,,x,,,
ct_552,moby_ct_282,Luca M.,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
ct_556,moby_ct_283,Luca M.,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
ct_557,moby_ct_284,Sporty Otter Pop (René Lilly),who else feels like we're being shined on by a beautiful light right now?,X,,,,,
ct_559,moby_ct_285,VIMUK 2020,merci from montevideo uruguay :medal-yellow-first-red:,,,,,,
ct_560,moby_ct_286,goochn,i like moby but who is this cheap coverband :D,,,,,,
ct_561,moby_ct_287,T,👏🏻👏🏻👏🏻,X,,,,X,
ct_563,moby_ct_288,Epi..mű,I do have a lather nice lamp :beaming_face_with_smiling_eyes:,,,,,,
ct_564,moby_ct_289,F L,Arte :smiling_face_with_hearts: moby :smiling_face_with_hearts: merci :smiling_face_with_heart_eyes:,X,,,,,
ct_565,moby_ct_290,Epi..mű,rather*,,,,,,
ct_566,moby_ct_291,filtav,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,X,,,,,
ct_568,moby_ct_292,Benjamin Kunz,i remember the video of this song... one of my favorite but this is so much better,X,,x,X,,
ct_569,moby_ct_293,Luca M.,:shooting_star::shooting_star::raising_hands::raising_hands::shooting_star::shooting_star:,X,,,,,
ct_571,moby_ct_294,David Rodriguez,Name this song? ,,,x,,,
ct_572,moby_ct_295,Cyn Raver,music that touches the heart :fire:,X,,,,,
ct_575,moby_ct_296,Epi..mű,some folks seem to just crawl out there' caves and ... instantly start to text on YT chats:face-blue-droopy-eyes::dashing_away:,,,,,,
ct_576,moby_ct_297,Cyn Raver,:sparkles::yellow_heart::sparkles:,X,,,,,
ct_577,moby_ct_298,Julieta Pusino,that was the voice for 'in this world',,,,,,
ct_578,moby_ct_299,Epi..mű,"their* .,",,,,,,
ct_579,moby_ct_300,Octobert,my cat thinks he has the right to chew laptop cables,,,,,,
ct_580,moby_ct_301,Tamás Borbély,Why does my heart feels so bad - Moby,,,,,,
ct_581,moby_ct_302,Julian Reverse,:dog2::duck::chicken::rat::rhinoceros::cow2::black_cat:,,,,,,
ct_582,moby_ct_303,bruno michaux,":red_heart: the best song ""ever-loving"" <3",X,,,,,
ct_583,moby_ct_304,Sporty Otter Pop (René Lilly),"Exactly, Epi! They see a crowd and they gotta act out",,,,,,
ct_585,moby_ct_305,Epi..mű,where's text assistant when your stoned... fekrs temperamental af,,,,,,
ct_586,moby_ct_306,David Rodriguez,Thanks ,,,,,,
ct_588,moby_ct_307,filtav,this track is so beautiful,X,,x,,,
ct_589,moby_ct_308,BrigadierSchmitt,it is the famous clip with the train through the snow ,,,,X,,
ct_591,moby_ct_309,Sporty Otter Pop (René Lilly),that cello sound,X,,x,,,
ct_592,moby_ct_310,El NeverFake,happy 25 years,,,,,,
ct_593,moby_ct_311,Luca M., :water_wave::water_wave::musical_notes::musical_note::sparkles::sparkles::shooting_star::shooting_star:,X,,,,,
ct_594,moby_ct_312,Sporty Otter Pop (René Lilly),so floaty lovely,X,,x,,,
ct_597,moby_ct_313,HNRIK,"This is great, reminds me of Mogwai , some post-rock vibes",X,,x,X,,
ct_599,moby_ct_314,Vj Manu,Thanks for streaming this great concert!!,X,,,,,
ct_600,moby_ct_315,Alejandra,:speaker_low_volume::speaker_medium_volume::speaker_high_volume::blue_heart:,X,,,,,
ct_603,moby_ct_316,Sporty Otter Pop (René Lilly),"Feeling better than I was, before viewing this",X,,,,,
ct_604,moby_ct_317,Sabrina Fairchild ,Lady Blackbird is only 39,,,,,,
ct_605,moby_ct_318,M S,:red_heart: ,X,,,,,
ct_606,moby_ct_319,Luca M.,:wind_face::musical_notes::musical_note::parachute::parachute:,X,,,,,
ct_607,moby_ct_320,Julian Reverse,Also the sound of the drums. Perfect Mix!,X,,x,,,
ct_608,moby_ct_321,F L,:sign_of_the_horns::sign_of_the_horns::sign_of_the_horns:,X,,,,,
ct_609,moby_ct_322,Juan Noguera,Jason Bourne must be among the public,,,,,,
ct_611,moby_ct_323,E Simon,this concert has nice sound/mixing,X,,x,,,
ct_614,moby_ct_324,Ford Prefect,:red_heart:,X,,,,,
ct_615,moby_ct_325,Adrien,<3,X,,,,,
ct_617,moby_ct_326,Luca M.,:speaker_high_volume::speaker_high_volume::musical_notes::star::musical_note::glowing_star:,X,,,,,
ct_618,moby_ct_327,HNRIK,Let the man cook!!!,X,,,,,
ct_620,moby_ct_328,Sporty Otter Pop (René Lilly),Moby's got the blues there suddenly-great lil riff,X,,x,,,
ct_621,moby_ct_329,Ford Prefect,That one,,,,,,
