concert_id,message,feeling_pos,feeling_neg,music_ref,external_ref,phys_react_intentional,phys_react_unintentional
moby_ct_104,:face-blue-smiling::hand-purple-blue-peace:,X,,,,,
nf_ct_158,wild !,X,,,,,
air_ct_65,Big Up from Detroit with love to all ,X,,,,,
air_ct_373,:robot::mechanical_arm::flying_saucer::musical_notes:,X,,,,,
moby_ct_316,"Feeling better than I was, before viewing this",X,,,,,
air_ct_490,🙌🏻,X,,,,X,
moby_ct_388,:speaker_high_volume::musical_note::musical_notes::dizzy::collision: ,X,,,,,
air_ct_468,my favorite track :heart_with_ribbon:,X,,,,,
moby_ct_268,Tears,X,,,,,X
air_ct_221,:ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart:,X,,,,,
moby_ct_428,Ring of :fire: ,X,,x,,,
air_ct_52,Austin in October 🙌🏽:maple_leaf::dashing_away::dashing_away:,X,,,X,,
air_ct_18,Merci @arte pour cette dinguerie :smiling_face_with_heart_eyes:,X,,,,,
air_ct_331,FOURTH ABOUT TO ARRIVE,X,,x,,,
air_ct_313,👏🏻👏🏻👏🏻,X,,,,X,
moby_ct_443,great atmosphere,X,,x,,,
moby_ct_679,GO VEGAN :red_heart: ARGENTINA ,X,,,X,,
moby_ct_83,"@ARTE Concert you make everytime a great job, thank you for the Hellfest as well :slightly_smiling_face: ",X,,,,,
moby_ct_176,That shit slaps,X,,,,,
air_ct_303,Mellotron flute :heart_with_ribbon:,X,,,,,
air_ct_187,production is unreal,X,,x,,,
sting_ct_4,Merci Arte :slightly_smiling_face:,X,,,,,
moby_ct_564,:red_heart::fire::red_heart::fire::red_heart::fire::red_heart:,X,,,,,
moby_ct_465,What a version :love_you_gesture::thumbs_up::thumbs_up::thumbs_up:,X,,x,,X,
nf_ct_81,Give me your layered shit synthdaddy :sweat_droplets::drooling_face:,X,,x,,,X
moby_ct_559,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
moby_ct_26,:smiling_face_with_hearts:,X,,,,,
nf_ct_183,:red_heart:,X,,,,,
nf_ct_140,COME ONNNNN :fire::fire::fire::fire::heart_on_fire:,X,,,,,
moby_ct_610,:blue_heart:,X,,,,,
moby_ct_597,:red_heart::red_heart::red_heart:,X,,,,,
moby_ct_661,<3,X,,,,,
moby_ct_631,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
moby_ct_636,:face-red-heart-shape:,X,,,,,
sting_ct_46,"@Andre Scheeren, jaaaa mega :musical_note::musical_notes::smiling_face_with_heart_eyes::folded_hands:",X,,,,X,
moby_ct_323,this concert has nice sound/mixing,X,,x,,,
moby_ct_14,👏🏻👏🏻👏🏻,X,,,,X,
moby_ct_253,Moby :red_heart::red_heart::red_heart:,X,,,,,
air_ct_523,PSYCHE :grinning_face:,X,,,,,
moby_ct_170,:red_heart::sparkling_heart::heart_with_ribbon::heart_with_arrow::revolving_hearts::dizzy:,X,,,,,
air_ct_162,:hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:,X,,,,X,
air_ct_284,Austin TX awaits 🙌🏽,X,,,,X,
moby_ct_400,👏🏻👏🏻👏🏻👏🏻,X,,,,X,
moby_ct_607,:raised_fist::raised_fist::raised_fist::raised_fist:,X,,,,X,
moby_ct_543,:raising_hands::collision::raising_hands::collision::raising_hands:,X,,,,X,
air_ct_432,caution for epileptics :black_heart:,X,,,,,
air_ct_156,AIR London 2004 still remember:),X,,,X,,
moby_ct_389,:red_heart::black_heart::red_heart::black_heart:,X,,,,,
nf_ct_182,this can go on forever :red_heart: ,X,,,,,
air_ct_103,Cool live version ,X,,x,,,
moby_ct_352,"Thank you Arte Concert, for keeping it pleasant for us",X,,,,,
moby_ct_595,MOBY :red_heart: GO VEGAN,X,,,X,,
moby_ct_48,Merci arte :revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::face_blowing_a_kiss::revolving_hearts:,X,,,,X,
air_ct_62,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,X,,,,,
air_ct_278,:thanksdoc:,X,,,,,
air_ct_391,Those jazzy chords:sparkling_heart::sparkling_heart:,X,,,,,
moby_ct_38,:red_heart: :red_heart: ,X,,,,,
air_ct_452,All parts of yes!!! ,X,,,,,
moby_ct_488,:raising_hands::sparkles::raising_hands::sparkles::raising_hands: ,X,,,,X,
moby_ct_97,:yellow_heart:,X,,,,,
moby_ct_442,moby lets go,X,,,,,
air_ct_338,Ethereal ,X,,,,,
moby_ct_281,This song makes a gal feel some hope again,X,,x,,,
air_ct_201,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:,X,,,,X,
moby_ct_220,Moby really likes the blue color :grinning_face: ,X,,,,,
moby_ct_74,I have chills,X,,,,,X
moby_ct_626,:bomb::bomb::bomb::bomb:,X,,,,,
moby_ct_578,:hand_with_fingers_splayed::smiling_face_with_smiling_eyes:,X,,,,,
moby_ct_327,Let the man cook!!!,X,,,,,
moby_ct_520,👏🏼👏🏼:winking_face:,X,,,,X,
moby_ct_35,:face_screaming_in_fear::fire:,X,,,,X,
air_ct_400,:eyes-pink-heart-shape:,X,,,,,
air_ct_332,stupendo :red_heart::red_heart::red_heart::red_heart:,X,,,,,
sting_ct_64,this is just so cool!!!!!,X,,,,,
moby_ct_616,Thats so cool! ntzntzntzntz,X,,,,,
air_ct_439,such a groove ,X,,,,,
moby_ct_246,thanks for the free concert :rolling_on_the_floor_laughing:,X,,,,,
moby_ct_605,:collision::purple_heart:💃🏾,X,,,,X,
moby_ct_348,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
air_ct_352,:speaker_high_volume::speaker_medium_volume::speaker_high_volume:,X,,,,,
moby_ct_624,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,x,,,,,
moby_ct_632,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:,X,,,,X,
nf_ct_133,Arte:face-red-heart-shape:,X,,,,,
moby_ct_53,Woaw :slightly_smiling_face: ,X,,,,,
moby_ct_69,👍🏻👍🏻,X,,,,X,
sting_ct_32,:hundred_points:,X,,,,,
moby_ct_422,:fire:,X,,,,,
moby_ct_540,love this song :raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands:,X,,,,,
air_ct_322,:eyes-pink-heart-shape:,X,,,,,
air_ct_128,Nice:thumbs_up::thumbs_up:,X,,,,X,
sting_ct_49,A catching tune and kitschy whistle...love it,X,,x,,,
air_ct_197,NEED THIS right now :green_heart:,X,,,,,
sting_ct_16,one of the greatest singer and songwriter of all times,X,,x,,,
moby_ct_101,:face-red-heart-shape:,X,,,,,
moby_ct_396,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,X,,,,X,
air_ct_217,:smiling_face_with_sunglasses::fire::rocket:,X,,,,,
nf_ct_5,:head_shaking_vertically::headphone::play_button:,X,,,,X,
air_ct_292,:shooting_star::shooting_star:,X,,,,,
moby_ct_404,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
nf_ct_115,Beautiful! :smiling_face_with_hearts:,X,,,,,
air_ct_491,Thank you so so mch for this gift @ARTE Concert ,X,,,,,
moby_ct_627,:fire::fire::fire::fire:,X,,,,,
air_ct_104,all I need ...is air,X,,,,,
nf_ct_1,:pinched_fingers:,X,,,,X,
air_ct_321,WHEN UR UPSET I WILL HUG YOU LIKE A LIFE JACKET IN THE OCEAN OF HATE,X,,x,,,
air_ct_55,:smiling_face_with_heart_eyes:AMAZING:smiling_face_with_heart_eyes:,X,,,,,
moby_ct_675,:open_hands::clapping_hands::open_hands::clapping_hands:,X,,,,X,
air_ct_290,👏🏻👏🏻,X,,,,X,
air_ct_148,"@Headsknow yeah, I was going to give up on music with all that depressing grunge and then this album came out",X,,x,,,
moby_ct_672,spectacular concert :heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:thank you ARTE and Moby :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,X,,,,,
moby_ct_353,@ARTE Concert :smiling_face_with_heart_eyes:,X,,,,,
sting_ct_36,4:11am in JAPAN! Great thing I woke up early today! Fantastic Sunday morning!!,X,,,,,
moby_ct_459,:high_voltage::guitar::banjo:,X,,,,,
moby_ct_530,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
nf_ct_77,"Might not be music to you, but I like it :man_shrugging:",X,,x,,,
air_ct_96,All I Need is Air concert :D,X,,,,,
moby_ct_124,🙌🏼Merci beaucoup @ARTE Concert ✓:musical_notes::revolving_hearts::musical_notes::smiling_face_with_hearts::musical_notes: thanks 👍🏼🙏🏼:musical_notes:👏🏼👏🏼,X,,,,X,
nf_ct_129,"Im listning on a Bang & Olufsen speaker, very rich and deep :slightly_smiling_face: ",X,,x,,,
air_ct_416,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,X,,,,,
air_ct_518,:fireworks: :fireworks: :fireworks:,X,,,,,
moby_ct_635,:skull_and_crossbones::bomb::waving_hand:🤟🏻,X,,,,X,
sting_ct_77,Awwww..... precious moment!! :red_heart:,X,,,,,
air_ct_477,those vocals.... OOOF,X,,x,,,
moby_ct_364, :raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
moby_ct_574,Everyone it was very nice watching with you ,X,,,,,
sting_ct_58,:blue_heart::musical_notes:This is the sound of rushing water!:musical_notes::blue_heart:..Ease into the water..:blue_heart: I love this song! ,X,,,,,
moby_ct_494,:shooting_star::shooting_star::star::glowing_star::shooting_star::shooting_star: ,X,,,,,
nf_ct_2,omg what! hell yes.,X,,,,,
nf_ct_99,So grateful this exists! Merci Arte,X,,,,,
nf_ct_35,love the swing and groove on this,X,,x,,,
sting_ct_82,Great live ! :red_heart:,X,,,,,
moby_ct_628,:raising_hands::fire::raising_hands::fire::raising_hands::fire:,X,,,,X,
moby_ct_190,I hope he will erase this version for me it was one of the best of the show I had so much fun ,X,,x,,,
moby_ct_403,:star_struck::smiling_face_with_hearts::smiling_face_with_hearts:,X,,,,,
moby_ct_532,:winking_face_with_tongue:🤜🏻,x,,,,X,
moby_ct_218,yeahhh getting high on this ,X,,,,,
moby_ct_419,Hallo @Luca M. :sun_with_face::speaker_high_volume:,X,,,,,
moby_ct_338,:smiling_face_with_hearts::smiling_face_with_heart_eyes::star_struck::smiling_face_with_hearts::smiling_face_with_heart_eyes::star_struck:,X,,,,,
sting_ct_15,:fire:tip top:fire:,X,,,,,
air_ct_153,"I was there this night, amazing",X,,,X,,
nf_ct_142,:musical_notes:🙌🏼:musical_notes:🙌🏼:musical_notes:🙌🏼:musical_notes::hugging_face::musical_notes:👌🏼,X,,,,X,
nf_ct_47,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands: ,X,,,,X,
air_ct_4,can't wait,X,,,,,
air_ct_343,:red_heart::red_heart::red_heart::red_heart:,X,,x,,,
nf_ct_42,if y'all are just listening to this on headphones or laptop speakers.... you are missing out,X,,x,,,
moby_ct_560,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::duck::sun_with_face::sun_with_face:,X,,,,,
air_ct_117,great 90s,X,,,,,
moby_ct_277,:sun_with_face:,X,,,,,
moby_ct_142,Moby for President,X,,,,,
moby_ct_307,this track is so beautiful,X,,x,,,
moby_ct_270,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
air_ct_543,👏🏻👏🏻👏🏻👏🏻👏🏻,X,,,,X,
air_ct_316,uuuuuiii:red_heart::red_heart::red_heart::red_heart:,X,,,,,
sting_ct_2,Sting :smiling_face_with_heart_eyes: best wishes from Berlin :musical_notes::musical_note::partying_face:,X,,,,,
air_ct_247,love love this tune,X,,x,,,
moby_ct_537,:red_heart:,X,,,,,
air_ct_180,The best album for a warm summer's evening in the countryside or by the sea.,X,,x,X,,
air_ct_19,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::star_struck::star_struck:,X,,,,,
moby_ct_315,:speaker_low_volume::speaker_medium_volume::speaker_high_volume::blue_heart:,X,,,,,
air_ct_442,:hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-pink-waving:,X,,,,X,
sting_ct_22,:heart_on_fire:,X,,,,,
moby_ct_547,"""\_:face-blue-smiling::face-fuchsia-tongue-out:_/""",X,,,,,
air_ct_380,:eyes-pink-heart-shape:,X,,,,,
air_ct_484,This really made my day. ,X,,,,,
air_ct_441,:rocket-red-countdown-liftoff:,X,,,,,
moby_ct_630,:yellow_heart:,X,,,,,
sting_ct_53,:thumbs_up:,X,,,,,
nf_ct_15,:heart_suit:,X,,,,,
moby_ct_333,:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,X,,,,,X
moby_ct_2,Hello everybody! Lets enjoy the show!,X,,,,,
nf_ct_92,classic mixed with modern electronic :red_heart: ,X,,x,,,
moby_ct_567,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
nf_ct_206,"What an intense performance by an inspired and prepared musician, interesting filming production and great location. Thanks ",X,,x,,,
moby_ct_657,:heart_on_fire:,X,,,,,
air_ct_464,Immensi :red_heart:,X,,,,,
moby_ct_613,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
air_ct_145,TOP NOTCH @shon ryder ,X,,,,,
moby_ct_9,Nice! :smiling_face_with_heart_eyes:,X,,,,,
moby_ct_331,:red_heart:,X,,,,,
air_ct_144,One of the best album in the world :red_heart:,X,,x,X,,
moby_ct_407,:red_heart:,X,,,,,
air_ct_466,Lost in Translation :red_heart::red_heart::red_heart:,X,,,x,,
air_ct_506,:musical_keyboard::heart_with_ribbon:,X,,,,,
air_ct_519,Austin Texas is ready for AIR 🙌🏽🙌🏽,X,,,X,X,
air_ct_420,:raising_hands::raising_hands::raising_hands:,X,,,,X,
moby_ct_506,Vocals are so fekn honest and deep 👏🏼:musical_notes::speaker_high_volume::musical_notes:,X,,x,,X,
moby_ct_273,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
air_ct_90,A great one I agree !,X,,x,,,
nf_ct_190,:heart_hands::clapping_hands::collision:,X,,,,X,
air_ct_418,amazing !! wanna see u guys come to strasbourg !!!!,X,,,,,
moby_ct_174,I was going to mention his walking fast too :grinning_face:,X,,,,,
moby_ct_590,:fire::fire::fire::fire::fire:,X,,,,,
moby_ct_173,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,X,,,,,
sting_ct_40,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,X,,,,,
moby_ct_326,:speaker_high_volume::speaker_high_volume::musical_notes::star::musical_note::glowing_star:,X,,,,,
moby_ct_4,Hello 🙌🏻:partying_face: woow 🙌🏻🙌🏻,x,,,,x,
moby_ct_650,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
moby_ct_350,:star::glowing_star::musical_notes::musical_note::glowing_star::star:,X,,,,,
nf_ct_33,Awesome Nils - greetings from Finland!,X,,,,,
moby_ct_479,:3,X,,,,,
moby_ct_341,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,X,,,,,
air_ct_181,omagad THANK YOU ARTE for this !,X,,,,,
moby_ct_54,:green_heart::white_heart::red_heart:,X,,,,,
moby_ct_541,:high_voltage::high_voltage::high_voltage::high_voltage::high_voltage:,X,,,,,
air_ct_203,:red_heart:,X,,,,,
moby_ct_464,This song is pure perfect :red_heart: ,X,,x,,,
moby_ct_461,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
moby_ct_155,it's not quite the original Era ... happy 2024:smiling_face::face-turquoise-covering-eyes::hand-purple-blue-peace::face-blue-heart-eyes:,X,,,,,
moby_ct_345,:chart_increasing::red_heart::musical_notes::musical_note:,X,,,,,
moby_ct_475,:victory_hand::victory_hand::victory_hand:,X,,,,,
moby_ct_618,:bomb::bomb::bomb::bomb::bomb::bomb:,X,,,,,
air_ct_167,"If Air ever comes to Chile, I'll be the first in the line to buy a ticket :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:",X,,,X,,
nf_ct_159,:rocket-red-countdown-liftoff:,X,,,,,
nf_ct_198,Merci beaucoup ! :folded_hands::rose::face_blowing_a_kiss:,X,,,,X,
moby_ct_641,yesss:fire::raising_hands::fire::raising_hands::fire::raising_hands::fire:,X,,,,X,
moby_ct_417,:beaming_face_with_smiling_eyes:,X,,,,,
air_ct_98,Waiting For MEXICO !!!!,X,,,,,
nf_ct_201,Thanks Nils and ARTE :red_heart: It was amazing ,X,,,,,
air_ct_186,this bass ooof,X,,x,,,
air_ct_54,GODO :green_square::white_large_square::red_square:,X,,,,,
air_ct_22,:face-red-heart-shape:,X,,,,,
air_ct_455,👏🏼👏🏼👏🏼,X,,,,X,
moby_ct_454,Lift my Cup *slurp* :face-red-heart-shape:,X,,,,X,
nf_ct_48,pure theme for cinema paradise!!!,X,,,,,
moby_ct_363,:clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
moby_ct_449,:trumpet::trumpet::trumpet::face-blue-smiling::face-blue-smiling:,X,,,,,
air_ct_291,another please!!! T.T,X,,,,,
air_ct_341,cherry blossom girl :smiling_face_with_hearts:,X,,x,,,
air_ct_390,youre my playground love,X,,x,,,
air_ct_199,:eyes-pink-heart-shape:,X,,,,,
moby_ct_495,:smiling_face_with_hearts:,X,,,,,
air_ct_224,"VAMOS SUGA NO METH NO COCAINE, NOT STUPID SHIT IN UR BODY JUST #LOVE UFC306",X,,x,,,
nf_ct_136,This is the best parttttt,X,,,,,
moby_ct_163,Excellent arrangements that make me vibrate :musical_keyboard:,X,,x,,,
air_ct_393,Love is in the AIR,X,,,,,
nf_ct_13,is this magic?,X,,,,,
air_ct_86,:person-turqouise-waving::person-turqouise-waving::person-turqouise-waving:,X,,,,X,
air_ct_473,breathtaking,X,,,,,
air_ct_533,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,X,,,,,
moby_ct_538,:hand-pink-waving:,X,,,,X,
moby_ct_371,"if this keeps up, hips will be swinging next",X,,,,X,
moby_ct_291,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,X,,,,,
air_ct_488,I was there. Mind blowing brilliance. loved every second and didnt want it to end. Thank you Air x,X,,,X,,
moby_ct_608,:raised_fist::raised_fist::raised_fist::raised_fist:,X,,,,X,
moby_ct_599,thanks for this @ARTE Concert love for everyone :red_heart: ,x,,,,,
air_ct_272,this is the one 4me :dashing_away::dashing_away:,X,,,,,
moby_ct_499, :raising_hands::collision::raising_hands::collision::raising_hands:,X,,,,X,
moby_ct_553,true classic of electronic music,X,,x,,,
moby_ct_39,SO excited! It's finally Moby Nite,X,,,,,
air_ct_363,great track,X,,x,,,
air_ct_35,top,X,,,,,
moby_ct_544,:bomb::bomb::bomb::bomb::bomb:,X,,,,,
air_ct_342,:cherry_blossom::cherry_blossom::cherry_blossom:,X,,x,,,
nf_ct_180,I love this part.,X,,,,,
moby_ct_370,yeah head nodding too now,X,,,,X,
sting_ct_51,happy happy :star_struck::smiling_face_with_hearts::red_heart::red_heart::red_heart:,X,,,,,
moby_ct_284,who else feels like we're being shined on by a beautiful light right now?,X,,,,,
air_ct_147,Cool :face-red-heart-shape:,X,,,,,
moby_ct_238,"oh ., I love the live version of ""Waiting for the Barbarians"" by Laurie Anderson on YT is fekn phenomenal :musical_notes:",X,,x,,,
moby_ct_12,still happy we can enjoy some of the concert,X,,,,,
nf_ct_153,"Ahmazing!! :smiling_face_with_heart_eyes: Thank you, Nils and thank you, Arte Concert! :smiling_face_with_smiling_eyes:",X,,,,,
moby_ct_634,GO VEGAN :red_heart: ,X,,,X,,
moby_ct_480,"""\_:face-blue-heart-eyes:_/""""\_:face-purple-wide-eyes:_/""",X,,,,,
air_ct_470,:two_hearts::two_hearts::two_hearts::two_hearts:,X,,,,,
moby_ct_62,hola Moby :face_blowing_a_kiss:,X,,,,,
sting_ct_39,TY Arte concert for the great message full of hope and love !:red_heart::red_heart::red_heart:,X,,,,,
moby_ct_98,Kris Russel how fantastic,X,,,,,
air_ct_157,:eyes-pink-heart-shape:,X,,,,,
moby_ct_151,:eyes-pink-heart-shape: this bit is magical :eyes-pink-heart-shape:,X,,,,,
moby_ct_554,:peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol:,X,,,,,
nf_ct_203,:red_heart:,X,,,,,
air_ct_67,this is perfect ,X,,,,,
moby_ct_587,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:,X,,,,X,
air_ct_30,Great song to start with :two_hearts:,X,,x,,,
nf_ct_194,i always love that piece,X,,x,,,
moby_ct_320,Also the sound of the drums. Perfect Mix!,X,,X,,,
moby_ct_347,Crazy how many songs I know from Moby without even being an hardcore fan haha,X,,X,,,
moby_ct_237,Plz play praise you :thumbs_up::thumbs_up::thumbs_up:,X,,X,,X,
air_ct_512,Thanks for not cutting out a song :winking_face: @ARTE Concert ,,,X,,,
air_ct_243,"grab her hand and say hi,,, dance with her, hug her, love her and no matter never nver forget HER",X,,X,,,
air_ct_88,sexy boy is fantastic,X,,X,,,
nf_ct_50,Nice vintage gear & sound,X,,X,,,
moby_ct_390,"what a voice, full of charisma!",X,,X,,,
nf_ct_128,But the album version doesnt have the drums :crying_face:,,X,X,,,X
air_ct_240,two tracks to go and then what...more songs?,,,X,,,
nf_ct_14,what instrument is he playing? i've never seen that before :0,,,X,,,
air_ct_192,the audio sounds amazing,X,,X,,,
moby_ct_195,this is the most boring ive ever heard,,X,x,,,
moby_ct_601,Techno brutal himno ,,,x,,,
sting_ct_37,I think I will make a tribute to this song soon.,,,x,,,
air_ct_32,The concert consists of all 11 Moon Safari songs,,,x,X,,
air_ct_51,I like the early years of Downtempo ,,,x,X,,
air_ct_325,I WE US KAMALA WILL CARRY YOU TO THE FINISH LINE ,X,,x,,,
nf_ct_79,Talent is the distinction when layering different harmonics between cacophony and musical bliss.,,,x,X,,
air_ct_494,Electronic Performers,X,,x,,,
air_ct_99,all album is gold,,,x,X,,
air_ct_412,each little detail its such huge sensibility composing ,X,,x,,,
moby_ct_447,Trumpet solo ! :grinning_face_with_sweat:,X,,x,,,
air_ct_229,@RetroSound they are timeless and this album even more,X,,x,,,
moby_ct_378,"hawt, hawt, hotness in the ears",X,,x,,,
moby_ct_420,Yes! Ring of Fire,X,,x,,,
air_ct_482,"this band, this music, brings me hope in future... we need quality in music!!",X,,x,,,
sting_ct_28,Message In A Bottle .. new version :blue_heart::blue_heart::blue_heart::bouquet: cool,X,,x,,,
air_ct_318,Then Alone in Kyoto and Electronic Performers encore,,,x,X,,
moby_ct_365,porcelain was already catch it on the plaback! It was great,X,,x,X,,
moby_ct_107,love this song,X,,x,,,
air_ct_357,the air is vibrating,X,,X,,,
moby_ct_292,i remember the video of this song... one of my favorite but this is so much better,X,,X,X,,
air_ct_233,my fave album performed beautifully live ,X,,X,,,
air_ct_273,This is my absolute fav :red_heart:,X,,X,,,
moby_ct_194,this sounds like PSB,,,x,,,
moby_ct_172,I listen to the 1 hr version of this on repeat...porcelain,X,,x,,,
air_ct_170,They played the whole album @Erick Landaburu ,,,x,,,
moby_ct_162,"That was perfect, crescendo style",X,,x,,,
air_ct_474,"""For relaxing times, make it Suntory times."" ",,,x,X,,
air_ct_176,@Leesmap Man such a brilliant track !,X,,x,,,
nf_ct_122,keyboard composition of Nils are just . Wow,X,,x,,,
moby_ct_180,that synth girl :eyes-pink-heart-shape:,X,,x,,,
nf_ct_131,the thought that music is audio `MATHS is ........,,,x,,,
air_ct_72,Kelly Watch The Stars,,,X,X,,
air_ct_358,THE WOMEN ABOVE THE WOMEN BELOW THE MAKES IT TRUE,,,x,,,
sting_ct_24,tomorrow's rain will wash the stains away ,,,x,,,
air_ct_329,THIRD STRING ,X,,x,,,
air_ct_414,and the way they are interpreting it live OOOF,X,,x,,,
moby_ct_127,i like the original more,,,x,,,
moby_ct_154,cello makes everything more lovely,X,,x,,,
air_ct_135,"Time machine, 24 years back, with this song.",,,x,X,,
air_ct_347,she has Alien eyes,X,,x,,,
air_ct_137,I love this album,X,,x,X,,
air_ct_344,from above,,,x,,,
air_ct_113,Great live version of All I Need ,X,,x,,,
air_ct_289,So selection of songs after this album end song then?,,,x,,,
moby_ct_498,Wonderful voice :heart_suit:,X,,x,,,
moby_ct_383,"I love her voice, I miss this kind of voice in today's music. Everything has this little chicken falsettos ",X,,x,,,
moby_ct_381,coolest version of this song ever!,X,,x,,,
moby_ct_117,his most famous works use guitar,,,x,X,,
moby_ct_153,It's not quite the original sample,,,x,X,,
sting_ct_56,that's Dom guitar tech on guitar,,,x,,,
air_ct_171,@Cyrana My favourite sunday morning record,X,,x,,,
moby_ct_639,"This ist called ""Thousand"". And it has 1000 BPM...",,,x,,,
moby_ct_239,Lady Blackbird :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,X,,x,,,
moby_ct_458,nah whats this version xd,,X,x,,,
moby_ct_196,"Moby sounds on this live set a bit like a blend of Kraftwerk and Depeche Mode and himself, Moby, of course. Absolutely great stuff.",,,x,X,,
nf_ct_34,So deep and rich and emotional. What a great musician!,X,,x,,,
moby_ct_15,well he be playing lots of stuff :),X,,x,,,
nf_ct_25,"Finally new live music from Nils, recorded with the technical excellence of the Arte team.Thank you so much! :)",X,,x,,,
air_ct_517,Where is sawtooth solo on MS-20,,,x,,,
air_ct_306,Venus Cherry Blossom Girl Run Highschool Lover Surfing on a Rocket Don't Be Light ...,X,,x,,,
air_ct_63,Sexy song,X,,x,,,
air_ct_295,well there is radian,,,x,,,
moby_ct_366,extreme ways is so powerful track...,X,,x,,,
moby_ct_423,I FELL IN TO A BURNING RING OF FIRE,,,x,,,
moby_ct_130,"What life would be without the songs or dance what are we, so I say thank you for the music giving it to me ",,,x,,,
air_ct_324,BUT IF U NEED HELP,X,,x,,,
nf_ct_144,What would Brian Eno say to this music? ,,,x,X,,
air_ct_372,Is Melissa on the list of tracks? ,,,x,,,
air_ct_268,This is so cosmic. As if our planet is emitting this music into the galaxy. Incredible :red_heart:,X,,x,,,
air_ct_288,TOM OR MATTIE who reps 0161 MOST,,,x,,,
air_ct_127,excellent version of All I Need,X,,x,,,
moby_ct_206,"I know he has ever been keen on remixing, 'upscaling' and so on. I'm not that convinced.",,,x,,,
moby_ct_118,He always play the guitar ,,,x,X,,
moby_ct_312,so floaty lovely,X,,x,,,
air_ct_33,@tloves max Yeah because it's the first one on the LP,,,x,X,,
air_ct_309,great selection of other songs,X,,x,,,
air_ct_461,:cherry_blossom:,,,x,X,,
air_ct_151,I REMEMBER ENJOYING LIFE before everyone had a Camara,,X,x,,,
air_ct_44,"""La Femme d'argent"" forgot how good starting track this was",X,,x,,,
moby_ct_186,We are all made of stars :star: :blue_heart:,X,,x,,,
air_ct_123,CAUSE IM MEAT FREE,,,x,,,
