concert_id,message,feeling_pos,feeling_neg,music_ref,external_ref,phys_react_intentional,phys_react_unintentional
air_ct_383,bass:red_heart::flying_saucer:,X,,,,,
air_ct_302,MUAY THAI AND MUY LOCO,X,,x,,,
air_ct_374,No @Headsknow ,,,,,,
moby_ct_517,<3,X,,,,,
moby_ct_438,Indian food gives me ring of :fire: ,,,,X,,
moby_ct_112,i don't mind the music but moby with a guitar?,,,x,,,
air_ct_248,:blue_heart::blue_heart::blue_heart:,X,,,,,
air_ct_213,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: wow i loved,X,,,,,
moby_ct_104,:face-blue-smiling::hand-purple-blue-peace:,X,,,,,
nf_ct_171,bots usually don't make grammatical errors like that,,,,,,
nf_ct_158,wild !,X,,,,,
moby_ct_305,where's text assistant when your stoned... fekrs temperamental af,,,,,,
nf_ct_86,but go on,,,,,,
air_ct_65,Big Up from Detroit with love to all ,X,,,,,
air_ct_373,:robot::mechanical_arm::flying_saucer::musical_notes:,X,,,,,
moby_ct_316,"Feeling better than I was, before viewing this",X,,,,,
air_ct_490,🙌🏻,X,,,,X,
air_ct_411,Two or three songs left @popcorntommy ,,,x,,,
moby_ct_388,:speaker_high_volume::musical_note::musical_notes::dizzy::collision: ,X,,,,,
moby_ct_22,whick track is it plz,,,x,,,
air_ct_468,my favorite track :heart_with_ribbon:,X,,,,,
moby_ct_268,Tears,X,,,,,X
air_ct_221,:ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart::ear::sparkling_heart:,X,,,,,
moby_ct_428,Ring of :fire: ,X,,x,,,
air_ct_52,Austin in October 🙌🏽:maple_leaf::dashing_away::dashing_away:,X,,,X,,
moby_ct_230,whutta vibezz:face-fuchsia-wide-eyes:,,,,,,
air_ct_18,Merci @arte pour cette dinguerie :smiling_face_with_heart_eyes:,X,,,,,
air_ct_331,FOURTH ABOUT TO ARRIVE,X,,x,,,
moby_ct_387,le pied :sign_of_the_horns:,,,,,,
air_ct_313,👏🏻👏🏻👏🏻,X,,,,X,
air_ct_175,My 80's childness,,,,,,
nf_ct_63,this man has more talent in his eyelashes than you or your family ever will,,,,,,
moby_ct_443,great atmosphere,X,,x,,,
moby_ct_679,GO VEGAN :red_heart: ARGENTINA ,X,,,X,,
moby_ct_83,"@ARTE Concert you make everytime a great job, thank you for the Hellfest as well :slightly_smiling_face: ",X,,,,,
moby_ct_176,That shit slaps,X,,,,,
air_ct_303,Mellotron flute :heart_with_ribbon:,X,,,,,
air_ct_187,production is unreal,X,,x,,,
air_ct_315,WAKE UP TODAY WITH A HEART IN MY HAND,,,x,,,
moby_ct_105,All standing was the same price,,,,,,
sting_ct_4,Merci Arte :slightly_smiling_face:,X,,,,,
moby_ct_564,:red_heart::fire::red_heart::fire::red_heart::fire::red_heart:,X,,,,,
air_ct_535,Many thanks for the recording and thanks for not cutting out a song :winking_face: @ARTE Concert ,,,,,,
moby_ct_465,What a version :love_you_gesture::thumbs_up::thumbs_up::thumbs_up:,X,,x,,X,
nf_ct_81,Give me your layered shit synthdaddy :sweat_droplets::drooling_face:,X,,x,,,X
moby_ct_240,Reed. Bowie. Fantastic people they were. I do miss them dearly.,,,,X,,
moby_ct_531,this is moby,,,,,,
moby_ct_559,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
moby_ct_26,:smiling_face_with_hearts:,X,,,,,
moby_ct_416,lol :grinning_squinting_face: @Lucas Gllx ,,,,,,
nf_ct_183,:red_heart:,X,,,,,
nf_ct_140,COME ONNNNN :fire::fire::fire::fire::heart_on_fire:,X,,,,,
air_ct_8,I will see them in cdmx,,,,X,,
moby_ct_610,:blue_heart:,X,,,,,
air_ct_384,"Did they already play ""All i need""?",,,x,,,
moby_ct_597,:red_heart::red_heart::red_heart:,X,,,,,
moby_ct_661,<3,X,,,,,
nf_ct_109,"music is an intellectual thing, not a coloured drink with an umbrella to be ""liked.""",,,x,,,
air_ct_276,thanks so much arte :folded_hands:,,,,,,
moby_ct_631,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
moby_ct_636,:face-red-heart-shape:,X,,,,,
sting_ct_46,"@Andre Scheeren, jaaaa mega :musical_note::musical_notes::smiling_face_with_heart_eyes::folded_hands:",X,,,,X,
moby_ct_323,this concert has nice sound/mixing,X,,x,,,
moby_ct_14,👏🏻👏🏻👏🏻,X,,,,X,
moby_ct_253,Moby :red_heart::red_heart::red_heart:,X,,,,,
air_ct_523,PSYCHE :grinning_face:,X,,,,,
moby_ct_170,:red_heart::sparkling_heart::heart_with_ribbon::heart_with_arrow::revolving_hearts::dizzy:,X,,,,,
air_ct_162,:hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:,X,,,,X,
air_ct_284,Austin TX awaits 🙌🏽,X,,,,X,
moby_ct_400,👏🏻👏🏻👏🏻👏🏻,X,,,,X,
moby_ct_607,:raised_fist::raised_fist::raised_fist::raised_fist:,X,,,,X,
moby_ct_543,:raising_hands::collision::raising_hands::collision::raising_hands:,X,,,,X,
air_ct_249,ahh Cherry B Girl might be played then,,,x,,,
air_ct_410,Vladimir this is for you,,,,,,
moby_ct_596,"And don't forget your ""Towels"" folks",,,,,,
air_ct_432,caution for epileptics :black_heart:,X,,,,,
air_ct_6,Hope they gonna play again in France cause tickets were sold waaaay to fast,,,,X,,
air_ct_156,AIR London 2004 still remember:),X,,,X,,
moby_ct_389,:red_heart::black_heart::red_heart::black_heart:,X,,,,,
moby_ct_189,he is pretty good - he should go for britans got talent or something - he would probably be up there ,,,,X,,
air_ct_387,MUTO WETBACK COMO MI. ES BUENO ,,,x,,,
air_ct_134,EVER TRACK IS A REPEAT OF A 4 X 4 SCALE SINCE 1775,,X,x,,,
nf_ct_182,this can go on forever :red_heart: ,X,,,,,
air_ct_103,Cool live version ,X,,x,,,
nf_ct_32,"Bonsoir from Amsterdam, The Netherlands",,,,,,
moby_ct_352,"Thank you Arte Concert, for keeping it pleasant for us",X,,,,,
moby_ct_595,MOBY :red_heart: GO VEGAN,X,,,X,,
moby_ct_48,Merci arte :revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::face_blowing_a_kiss::revolving_hearts:,X,,,,X,
moby_ct_27,💃🏻💃🏻💃🏻🙌🏻🙌🏻,,,,,,
air_ct_301,@Headsknow me too since the first track ,,,,,,
moby_ct_157,"Alright that's good shit. ""Play"" is one of the best albums ever made.",,,x,,,
air_ct_62,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,X,,,,,
air_ct_278,:thanksdoc:,X,,,,,
air_ct_391,Those jazzy chords:sparkling_heart::sparkling_heart:,X,,,,,
nf_ct_174,Shout out the the road crew who lugs around that heavy harmonium/glass harp across the globe,,,,X,,
moby_ct_580,Agreed T,,,,,,
moby_ct_38,:red_heart: :red_heart: ,X,,,,,
moby_ct_95,I was there on the front row. It was amazing!,,,,X,,
air_ct_452,All parts of yes!!! ,X,,,,,
moby_ct_63,Belgium is the best place,,,,,,
moby_ct_488,:raising_hands::sparkles::raising_hands::sparkles::raising_hands: ,X,,,,X,
moby_ct_97,:yellow_heart:,X,,,,,
moby_ct_442,moby lets go,X,,,,,
air_ct_338,Ethereal ,X,,,,,
sting_ct_83,:elbowcough::elbowcough::elbowcough:,,,,,X,
air_ct_298,Thanks ,,,,,,
moby_ct_339,oh grow up Russell,,X,,,,
moby_ct_281,This song makes a gal feel some hope again,X,,x,,,
air_ct_265,Thank you ,,,,,,
moby_ct_92,Totally Block works fine ,,,,,,
moby_ct_72,Sascha :winking_face:,,,,,,
air_ct_201,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:,X,,,,X,
air_ct_94,I GAVE IT ALL IT GOT,,,,,,
moby_ct_317,Lady Blackbird is only 39,,,,,,
air_ct_300,:musical_score::banjo::musical_keyboard:,,,,,,
moby_ct_220,Moby really likes the blue color :grinning_face: ,X,,,,,
moby_ct_74,I have chills,X,,,,,X
moby_ct_626,:bomb::bomb::bomb::bomb:,X,,,,,
nf_ct_54,My favorite live recordings are from KEXP and @ARTE Concert ,,,,X,,
air_ct_550,Bye from Germany ,,,,,,
moby_ct_247,:pillow-turquoise-hot-chocolate::hands-yellow-heart-red::face-turquoise-music-note::person-pink-swaying-hair:,,,,,,
moby_ct_578,:hand_with_fingers_splayed::smiling_face_with_smiling_eyes:,X,,,,,
moby_ct_327,Let the man cook!!!,X,,,,,
moby_ct_520,👏🏼👏🏼:winking_face:,X,,,,X,
nf_ct_4,when live natura one end parada street zurich,,,,X,,
moby_ct_35,:face_screaming_in_fear::fire:,X,,,,X,
air_ct_400,:eyes-pink-heart-shape:,X,,,,,
air_ct_332,stupendo :red_heart::red_heart::red_heart::red_heart:,X,,,,,
air_ct_198,air look more than a duo,,,,,,
moby_ct_255,Lady Blackbird is an extremely good Singer.,,,x,X,,
nf_ct_90,"Alessio, if you don't like, that's because it's not for you. Silly boy. Bon vent!",,,,,,
nf_ct_6,:face-orange-tv-shape:,,,,,,
moby_ct_147,The Beach,,,,,,
sting_ct_64,this is just so cool!!!!!,X,,,,,
moby_ct_616,Thats so cool! ntzntzntzntz,X,,,,,
air_ct_439,such a groove ,X,,,,,
moby_ct_246,thanks for the free concert :rolling_on_the_floor_laughing:,X,,,,,
moby_ct_605,:collision::purple_heart:💃🏾,X,,,,X,
moby_ct_348,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
air_ct_352,:speaker_high_volume::speaker_medium_volume::speaker_high_volume:,X,,,,,
moby_ct_624,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,x,,,,,
nf_ct_189,Hammers revisited :),,,,X,,
moby_ct_632,:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:,X,,,,X,
nf_ct_133,Arte:face-red-heart-shape:,X,,,,,
moby_ct_53,Woaw :slightly_smiling_face: ,X,,,,,
moby_ct_69,👍🏻👍🏻,X,,,,X,
sting_ct_32,:hundred_points:,X,,,,,
moby_ct_422,:fire:,X,,,,,
moby_ct_540,love this song :raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands::red_heart::raising_hands:,X,,,,,
air_ct_322,:eyes-pink-heart-shape:,X,,,,,
air_ct_182,@leesmap man this album changed the way I listened to music truly,,,x,,,
air_ct_28,air :wind_face:los amo!,,,,,,
air_ct_128,Nice:thumbs_up::thumbs_up:,X,,,,X,
moby_ct_615,@ARTE Concert can you put a setlist into the description as well?,,,,,,
sting_ct_49,A catching tune and kitschy whistle...love it,X,,x,,,
air_ct_545,people aer people why i cant you and i get along so naturallly,,,,,,
air_ct_197,NEED THIS right now :green_heart:,X,,,,,
sting_ct_16,one of the greatest singer and songwriter of all times,X,,x,,,
nf_ct_59,"oh, thank you so much. I'll look for it! :folded_hands::smiling_face:",,,,,,
moby_ct_101,:face-red-heart-shape:,X,,,,,
air_ct_263,can someone translate to english what ARTE said please ,,,,,,
air_ct_5,Berlin concert was fantastic. :musical_keyboard::dizzy::thumbs_up:,,,,X,,
moby_ct_396,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,X,,,,X,
air_ct_217,:smiling_face_with_sunglasses::fire::rocket:,X,,,,,
nf_ct_5,:head_shaking_vertically::headphone::play_button:,X,,,,X,
air_ct_292,:shooting_star::shooting_star:,X,,,,,
moby_ct_404,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
sting_ct_45,Will there be a recording?:eyes:,,,,,,
nf_ct_115,Beautiful! :smiling_face_with_hearts:,X,,,,,
moby_ct_409,or maybe not-it has no trumpet solo,,,x,,,
air_ct_402,Serious Pink Floyd vibes off this one,,,,X,,
air_ct_491,Thank you so so mch for this gift @ARTE Concert ,X,,,,,
moby_ct_627,:fire::fire::fire::fire:,X,,,,,
air_ct_104,all I need ...is air,X,,,,,
nf_ct_1,:pinched_fingers:,X,,,,X,
air_ct_321,WHEN UR UPSET I WILL HUG YOU LIKE A LIFE JACKET IN THE OCEAN OF HATE,X,,x,,,
air_ct_55,:smiling_face_with_heart_eyes:AMAZING:smiling_face_with_heart_eyes:,X,,,,,
moby_ct_675,:open_hands::clapping_hands::open_hands::clapping_hands:,X,,,,X,
air_ct_290,👏🏻👏🏻,X,,,,X,
air_ct_148,"@Headsknow yeah, I was going to give up on music with all that depressing grunge and then this album came out",X,,x,,,
moby_ct_672,spectacular concert :heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:thank you ARTE and Moby :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,X,,,,,
moby_ct_353,@ARTE Concert :smiling_face_with_heart_eyes:,X,,,,,
sting_ct_36,4:11am in JAPAN! Great thing I woke up early today! Fantastic Sunday morning!!,X,,,,,
moby_ct_459,:high_voltage::guitar::banjo:,X,,,,,
moby_ct_530,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
nf_ct_77,"Might not be music to you, but I like it :man_shrugging:",X,,x,,,
moby_ct_164,Like the faster Versions more...,,,x,,,
nf_ct_107,:thanksdoc:,,,,,,
air_ct_96,All I Need is Air concert :D,X,,,,,
nf_ct_165,whats wrong with him?,,,,,,
moby_ct_124,🙌🏼Merci beaucoup @ARTE Concert ✓:musical_notes::revolving_hearts::musical_notes::smiling_face_with_hearts::musical_notes: thanks 👍🏼🙏🏼:musical_notes:👏🏼👏🏼,X,,,,X,
nf_ct_129,"Im listning on a Bang & Olufsen speaker, very rich and deep :slightly_smiling_face: ",X,,x,,,
air_ct_416,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,X,,,,,
air_ct_518,:fireworks: :fireworks: :fireworks:,X,,,,,
air_ct_493,whats this final song btw?,,,x,,,
sting_ct_35,"whowww le magique mr Sting dans un lieu superbe , merci arte pour vos bon plan :smiling_face_with_hearts:",,,,,,
air_ct_122,riders on the moon,,,,X,,
sting_ct_78,Greetings from Vienna,,,,,,
air_ct_304,"plz say ""Cherry Blossom Girl"" was one of the 9 other tracks?",,,x,X,,
air_ct_396,run it was called,,,x,,,
air_ct_125,Air not had studio album for what 12 years now,,,x,X,,
moby_ct_448,Just stick to the album...,,,x,,,
moby_ct_635,:skull_and_crossbones::bomb::waving_hand:🤟🏻,X,,,,X,
sting_ct_77,Awwww..... precious moment!! :red_heart:,X,,,,,
air_ct_477,those vocals.... OOOF,X,,x,,,
moby_ct_364, :raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
moby_ct_574,Everyone it was very nice watching with you ,X,,,,,
nf_ct_137,seems like alessio didn't get bullied enough as a kid to actually develop a personality,,,,,,
sting_ct_58,:blue_heart::musical_notes:This is the sound of rushing water!:musical_notes::blue_heart:..Ease into the water..:blue_heart: I love this song! ,X,,,,,
moby_ct_494,:shooting_star::shooting_star::star::glowing_star::shooting_star::shooting_star: ,X,,,,,
air_ct_70,Biggest single hit by them in the UK I think?,,,x,X,,
moby_ct_299,"their* .,",,,,,,
nf_ct_151, if he had any,,,,,,
air_ct_124,CHICKEN FISH AND PUSSY IS ALL I EAT ,,,x,,,
nf_ct_22,the crowd is standing and not sitting for this kind of music? weird decision,,,,,,
nf_ct_2,omg what! hell yes.,X,,,,,
nf_ct_99,So grateful this exists! Merci Arte,X,,,,,
moby_ct_44,5. Flower / Find My Baby,,,x,,,
moby_ct_252,Listen to her new Album! ,,,x,X,,
nf_ct_35,love the swing and groove on this,X,,x,,,
sting_ct_82,Great live ! :red_heart:,X,,,,,
nf_ct_60,i don't understand why layered sounds are considered as music.,,,x,,,
moby_ct_144,"yeah there are strings onstage, in previous numbers",,,x,X,,
moby_ct_1,is it live a concert stream?,,,,,,
air_ct_496,where is my first usb mp3 player :star_struck:,,,,X,,
moby_ct_628,:raising_hands::fire::raising_hands::fire::raising_hands::fire:,X,,,,X,
moby_ct_190,I hope he will erase this version for me it was one of the best of the show I had so much fun ,X,,x,,,
nf_ct_93,"line arrays are used in clubs and theaters all the time, not just stadiums. ",,,x,X,,
air_ct_120,ROAD SURE SHE WAS NOT A COW,,,x,,,
moby_ct_403,:star_struck::smiling_face_with_hearts::smiling_face_with_hearts:,X,,,,,
moby_ct_532,:winking_face_with_tongue:🤜🏻,x,,,,X,
nf_ct_91,"Alessio when synthdaddy noodles on the piano which qualifies as ""real music"" to him: :drooling_face:",,,,,,
moby_ct_218,yeahhh getting high on this ,X,,,,,
moby_ct_419,Hallo @Luca M. :sun_with_face::speaker_high_volume:,X,,,,,
moby_ct_338,:smiling_face_with_hearts::smiling_face_with_heart_eyes::star_struck::smiling_face_with_hearts::smiling_face_with_heart_eyes::star_struck:,X,,,,,
sting_ct_15,:fire:tip top:fire:,X,,,,,
air_ct_153,"I was there this night, amazing",X,,,X,,
nf_ct_142,:musical_notes:🙌🏼:musical_notes:🙌🏼:musical_notes:🙌🏼:musical_notes::hugging_face::musical_notes:👌🏼,X,,,,X,
nf_ct_47,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands: ,X,,,,X,
moby_ct_67,:face-fuchsia-wide-eyes:,,,,,,
air_ct_4,can't wait,X,,,,,
air_ct_343,:red_heart::red_heart::red_heart::red_heart:,X,,x,,,
nf_ct_42,if y'all are just listening to this on headphones or laptop speakers.... you are missing out,X,,x,,,
moby_ct_560,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::duck::sun_with_face::sun_with_face:,X,,,,,
air_ct_117,great 90s,X,,,,,
air_ct_161,:shelterin::chillwcat::planet-orange-purple-ring::planet-orange-purple-ring::planet-orange-purple-ring:,,,,,,
air_ct_314,oush this one,,,,,,
moby_ct_277,:sun_with_face:,X,,,,,
moby_ct_142,Moby for President,X,,,,,
moby_ct_307,this track is so beautiful,X,,x,,,
nf_ct_82,there is no structure between your ears you cant just get bunch of sounds layer them as you wish and it magically fill whole arenas why dudes like u shit in live chats for no reason,,,x,X,,
moby_ct_270,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
moby_ct_6,The concert got great reviews in the Belgian press.,,,,X,,
air_ct_543,👏🏻👏🏻👏🏻👏🏻👏🏻,X,,,,X,
air_ct_57,Me too @TimLM ,,,,,,
air_ct_194,FORGET ABOUT UR HEART,,,x,,,
air_ct_316,uuuuuiii:red_heart::red_heart::red_heart::red_heart:,X,,,,,
sting_ct_2,Sting :smiling_face_with_heart_eyes: best wishes from Berlin :musical_notes::musical_note::partying_face:,X,,,,,
air_ct_247,love love this tune,X,,x,,,
sting_ct_73,Sittin' On The Dock of the Bay by Otis Redding,,,x,X,,
moby_ct_537,:red_heart:,X,,,,,
nf_ct_64,buzz off bro,,,,,,
air_ct_180,The best album for a warm summer's evening in the countryside or by the sea.,X,,x,X,,
air_ct_19,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::star_struck::star_struck:,X,,,,,
nf_ct_176,@ARTE Concert he said the music is shit... so tell that to him,,X,,,,
moby_ct_315,:speaker_low_volume::speaker_medium_volume::speaker_high_volume::blue_heart:,X,,,,,
air_ct_442,:hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-orange-covering-eyes::face-blue-wide-eyes::face-orange-raised-eyebrow::face-fuchsia-tongue-out::hand-pink-waving:,X,,,,X,
moby_ct_392,"@Er C good for you, nobody cares :face_blowing_a_kiss:",,,,,,
sting_ct_22,:heart_on_fire:,X,,,,,
moby_ct_547,"""\_:face-blue-smiling::face-fuchsia-tongue-out:_/""",X,,,,,
nf_ct_103,Im sure its nice sound in that concert hall,,,,,,
moby_ct_143,I assume the strings will appear at some point...,,,x,,,
air_ct_380,:eyes-pink-heart-shape:,X,,,,,
nf_ct_7,nils frahm is a master of counterpoint in music. He builds complex and beautiful music through simple elements.,,,x,X,,
air_ct_484,This really made my day. ,X,,,,,
air_ct_441,:rocket-red-countdown-liftoff:,X,,,,,
moby_ct_425,country moby?,,,,,,
moby_ct_630,:yellow_heart:,X,,,,,
sting_ct_53,:thumbs_up:,X,,,,,
nf_ct_15,:heart_suit:,X,,,,,
moby_ct_333,:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,X,,,,,X
moby_ct_2,Hello everybody! Lets enjoy the show!,X,,,,,
moby_ct_115,He was first a guitar player before dj ,,,x,X,,
nf_ct_92,classic mixed with modern electronic :red_heart: ,X,,x,,,
air_ct_68,Because it's ARTE :winking_face: @anousonne ,,,,,,
air_ct_14,greetings from Malta,,,,,,
moby_ct_567,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
nf_ct_206,"What an intense performance by an inspired and prepared musician, interesting filming production and great location. Thanks ",X,,x,,,
moby_ct_657,:heart_on_fire:,X,,,,,
moby_ct_182,"Waiting for South Side and Why does my heart feel so bad, hope I didn't miss them",,,x,X,,
air_ct_464,Immensi :red_heart:,X,,,,,
moby_ct_613,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
air_ct_145,TOP NOTCH @shon ryder ,X,,,,,
moby_ct_9,Nice! :smiling_face_with_heart_eyes:,X,,,,,
moby_ct_331,:red_heart:,X,,,,,
air_ct_144,One of the best album in the world :red_heart:,X,,x,X,,
moby_ct_407,:red_heart:,X,,,,,
air_ct_466,Lost in Translation :red_heart::red_heart::red_heart:,X,,,x,,
air_ct_454,Alone in Kyotot!!!!!,,,x,,,
nf_ct_178,is calling the music shit insulting or debating? ,,,x,,,
air_ct_506,:musical_keyboard::heart_with_ribbon:,X,,,,,
air_ct_519,Austin Texas is ready for AIR 🙌🏽🙌🏽,X,,,X,X,
air_ct_294,@Doughnut Doney Yes 9 more songs,,,,,,
moby_ct_113,definitely he'd agree,,,,,,
air_ct_259,flash back,,,,X,,
sting_ct_10,An englishman in Paris :winking_face:,,,x,,,
air_ct_420,:raising_hands::raising_hands::raising_hands:,X,,,,X,
moby_ct_506,Vocals are so fekn honest and deep 👏🏼:musical_notes::speaker_high_volume::musical_notes:,X,,x,,X,
air_ct_130,the ,,,,,,
moby_ct_273,:raising_hands::red_heart::raising_hands::red_heart::raising_hands: ,X,,,,X,
air_ct_90,A great one I agree !,X,,x,,,
air_ct_279,Daft punk stole everything from Air,,,,,,
moby_ct_158,Ha... I knew it,,,,,,
moby_ct_670,@ARTE Concert Thanks!,,,,,,
nf_ct_8,:musical_keyboard::musical_keyboard::musical_keyboard::musical_keyboard::musical_keyboard:,,,x,,,
air_ct_271,@ f c,,,,,,
moby_ct_418,hey hey @sunshine70,,,,,,
nf_ct_190,:heart_hands::clapping_hands::collision:,X,,,,X,
air_ct_418,amazing !! wanna see u guys come to strasbourg !!!!,X,,,,,
moby_ct_174,I was going to mention his walking fast too :grinning_face:,X,,,,,
moby_ct_590,:fire::fire::fire::fire::fire:,X,,,,,
moby_ct_344,"Oh baby, oh baby:collision::collision:then it fell apart, it fell apart!",,,x,,,
moby_ct_173,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,X,,,,,
moby_ct_306,Thanks ,,,,,,
sting_ct_47,"@Wolf Dreamcatcher it was on 6th October, so yesss",,,,,,
sting_ct_40,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,X,,,,,
moby_ct_326,:speaker_high_volume::speaker_high_volume::musical_notes::star::musical_note::glowing_star:,X,,,,,
moby_ct_288,I do have a lather nice lamp :beaming_face_with_smiling_eyes:,,,,,,
nf_ct_179,"Alessio needs attention, poor little thing, bless you! :folded_hands:",,X,,,X,
moby_ct_463,"@Julian Reverse yeah weird I tried looking up the reason, couldn't find it. just found that the employees were very upset at how it was handled xD",,,,,,
moby_ct_4,Hello 🙌🏻:partying_face: woow 🙌🏻🙌🏻,x,,,,x,
moby_ct_650,:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:,X,,,,,
moby_ct_350,:star::glowing_star::musical_notes::musical_note::glowing_star::star:,X,,,,,
nf_ct_33,Awesome Nils - greetings from Finland!,X,,,,,
moby_ct_619,No we're listening to a world record track.,,,x,,,
moby_ct_479,:3,X,,,,,
nf_ct_130,Intellect is more important than emotions? Alessio ,,,,,,
moby_ct_341,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,X,,,,,
air_ct_181,omagad THANK YOU ARTE for this !,X,,,,,
nf_ct_80,@franconicotom those aren't subs as monitors... and line arrays are pretty common in shows lol wtf you talking about,,,x,,,
moby_ct_185,:3,,,,,,
moby_ct_54,:green_heart::white_heart::red_heart:,X,,,,,
moby_ct_541,:high_voltage::high_voltage::high_voltage::high_voltage::high_voltage:,X,,,,,
moby_ct_231,bonsoir ! :winking_face:,,,,,,
nf_ct_125,emotion is due to chemistry. you can control sht with intellect.,,,,,,
air_ct_203,:red_heart:,X,,,,,
air_ct_444,:elbowcough::elbowcough:,,,,,X,
moby_ct_464,This song is pure perfect :red_heart: ,X,,x,,,
moby_ct_461,:raising_hands::sparkles::raising_hands::sparkles::raising_hands:,X,,,,X,
air_ct_53,:blue_circle::white_circle::red_circle:,,,,,,
moby_ct_576,:crying_face:,,,,,,X
nf_ct_51,there are strange insects in Paris :D,,,,,,
nf_ct_127,"It is ""Spells"" from the All Encores ",,,,,,
moby_ct_155,it's not quite the original Era ... happy 2024:smiling_face::face-turquoise-covering-eyes::hand-purple-blue-peace::face-blue-heart-eyes:,X,,,,,
moby_ct_345,:chart_increasing::red_heart::musical_notes::musical_note:,X,,,,,
moby_ct_475,:victory_hand::victory_hand::victory_hand:,X,,,,,
moby_ct_618,:bomb::bomb::bomb::bomb::bomb::bomb:,X,,,,,
moby_ct_406,Jackson! We're going to Jaackson,,,,,,
air_ct_24,:washhands::washhands::washhands:,,,,,X,
moby_ct_198,I agree Ford Prefect,,,,,,
air_ct_167,"If Air ever comes to Chile, I'll be the first in the line to buy a ticket :smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:",X,,,X,,
moby_ct_29,@ARTE Concert thanks for sharing this show,,,,,,
nf_ct_159,:rocket-red-countdown-liftoff:,X,,,,,
nf_ct_198,Merci beaucoup ! :folded_hands::rose::face_blowing_a_kiss:,X,,,,X,
moby_ct_641,yesss:fire::raising_hands::fire::raising_hands::fire::raising_hands::fire:,X,,,,X,
moby_ct_417,:beaming_face_with_smiling_eyes:,X,,,,,
air_ct_98,Waiting For MEXICO !!!!,X,,,,,
air_ct_530,:hand-orange-covering-eyes:,,,,,X,
nf_ct_201,Thanks Nils and ARTE :red_heart: It was amazing ,X,,,,,
air_ct_186,this bass ooof,X,,x,,,
nf_ct_36,Hi from Scotland,,,,,,
air_ct_355,that arturia is too loud,,X,x,,,
air_ct_54,GODO :green_square::white_large_square::red_square:,X,,,,,
air_ct_445,I :red_heart: ARTE,,,,,,
air_ct_22,:face-red-heart-shape:,X,,,,,
air_ct_455,👏🏼👏🏼👏🏼,X,,,,X,
moby_ct_454,Lift my Cup *slurp* :face-red-heart-shape:,X,,,,X,
nf_ct_48,pure theme for cinema paradise!!!,X,,,,,
moby_ct_363,:clapping_hands::clapping_hands::clapping_hands:,X,,,,X,
moby_ct_449,:trumpet::trumpet::trumpet::face-blue-smiling::face-blue-smiling:,X,,,,,
air_ct_291,another please!!! T.T,X,,,,,
air_ct_341,cherry blossom girl :smiling_face_with_hearts:,X,,x,,,
